titulo,link,descricao,fonte,data_publicacao,fim_inscricao,situacao,extras
Manual,https://www.gov.br/mma/pt-br/acesso-a-informacao/programa-de-gestao-e-desempenho-pgd/manual,"Sistema informatizado de acompanhamento e controle do PGD A realização do Programa de Gestão e Desempenho pressupõe o uso de um sistema informatizado que forneça o apoio tecnológico para acompanhamento e controle do cumprimento das metas e alcance dos resultados do PGD de modo a permitir o monitoramento do trabalho efetivamente desenvolvido pelo agente público (§4°, art. 4° do Decreto nº 11.072, de 17 de maio de 2022). A adequação do PGD ao novo modelo trazido pelas IN nº 24/2023, IN nº 52/2023 e IN nº 21/2024 exige a adoção de um sistema informatizado com mais funcionalidades, de modo a dialogar com os novos recursos. A partir de 1º de novembro de 2024 o sistema utilizado pelo MMA será o PGD Petrvs, disponibilizado pelo Ministério da Gestão e Inovação em Serviços Públicos - MGI, no qual os planos de entregas e de trabalho deverão ser registrados. O sistema PGD Petrvs é uma ferramenta inovadora na gestão de equipes, que oferece uma visão unificada em todos os níveis de gestão, com uma interface intuitiva e de acordo com os normativos vigentes. A sigla Petrvs vem de ‘Plataforma Eletrônica de Trabalho Remoto e Visão Sistêmica’.​​​​​​​",MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
Perguntas Frequentes,https://www.gov.br/mma/pt-br/acesso-a-informacao/programa-de-gestao-e-desempenho-pgd/perguntas-frequentes,"Para os planos de trabalho com vigência até 31 de outubro de 2024, clique no link pgd.mma.gov.br/Login Para os planos de trabalho com vigência a partir de 1º de novembro de 2024, clique no link https://mma.pgd.gestao.gov.br/ 2. Posso solicitar minha adesão ao Programa de Gestão a qualquer momento?",MMA / FNMA,,,Aberto,"{'anexos': [{'nome': 'Usufruto e compensação de carga horária no PGD Petrvs', 'url': 'https://www.gov.br/servidor/pt-br/assuntos/programa-de-gestao/arquivos/UsufrutoecompensaodecargahorrianoPGDPetrvs.pdf'}], 'fonte_original': 'MMA gov.br'}"
Consultas Públicas (Secex),https://www.gov.br/mma/pt-br/composicao/secex/consultas-publicas-secex,Consultas Públicas (Secex),MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
Projeto Paisagens Sustentáveis da Amazônia - ASL Brasil,https://www.gov.br/mma/pt-br/composicao/sbio/projeto-paisagens-sustentaveis-da-amazonia-asl-brasil,"O projeto Paisagens Sustentáveis da Amazônia (Amazon Sustainable Landscapes, em inglês — ASL Brasil) investe na conservação ambiental da Amazônia por meio da restauração florestal, da regularização ambiental, do fortalecimento da sociobioeconomia, da gestão integrada da paisagem e da governança com participação das comunidades e organizações territoriais. A conservação de áreas protegidas — nas Unidades de Conservação, em seus interstícios e em propriedades privadas — tem papel fundamental no desenvolvimento sustentável da região e na redução do desmatamento, contribuindo para a manutenção dos serviços ecossistêmicos essenciais à sociedade brasileira e global. Por meio de uma abordagem integrada, o ASL Brasil fortalece governos subnacionais, organizações da sociedade civil e coletivos territoriais da Amazônia, conectando paisagens, povos e águas. O Projeto Paisagens Sustentáveis da Amazônia (ASL Brasil) oferece oportunidades para que pessoas físicas e instituições apresentem propostas para aquisição e contratação. As contratações são realizadas pelas agências executoras por meio de editais. Convidamos os interessados a participar deste processo e contribuir para o avanço das iniciativas do projeto. Sua participação fortalece o ASL BrasilEnvie sugestões, dúvidas, críticas ou contribuições:asl@mma.gov.brWhatsApp: (61) 99643-1666",MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
Conselho Deliberativo,https://www.gov.br/mma/pt-br/acesso-a-informacao/apoio-a-projetos/fundo-nacional-do-meio-ambiente/conselho-deliberativo,"O Conselho Deliberativo do Fundo Nacional do Meio Ambiente é um órgão colegiado do Ministério do Meio Ambiente e Mudança do Clima e tem, entre suas atribuições, estabelecer prioridades e diretrizes para a atuação do FNMA, em conformidade com a Política Nacional do Meio Ambiente. Por ser a instância final de decisão, compete a ele aprovar os projetos a serem apoiados pelo Fundo.",MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
Conteúdo Restrito,https://www.gov.br/mma/pt-br/acesso-a-informacao/apoio-a-projetos/fundo-nacional-sobre-mudanca-do-clima,"É necessário autenticar para visualizar essa página. Se você acredita que está recebendo essa mensagem incorretamente, por favor contate a administração do site.",MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
Órgãos e entidades públicas,https://www.gov.br/pt-br/servicos/listar_servicos_segmento?segmento=publico_alvo_orgaos,Órgãos e entidades públicas,MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
Programa Mutirão Brasil: MMA participa de anúncio de cidades selecionadas para projetos de ações climáticas,https://www.gov.br/mma/pt-br/noticias/programa-mutirao-brasil-mma-participa-de-anuncio-de-cidades-selecionadas-para-projetos-de-acoes-climaticas,"O Ministério do Meio Ambiente e Mudança do Clima (MMA) participou, na última terça-feira (24/3), do anúncio das cidades e estados contemplados pelo Programa Mutirão Brasil, iniciativa voltada ao enfrentamento da mudança do clima nos territórios urbanos. A divulgação ocorreu durante a 89ª Reunião Geral da Frente Nacional de Prefeitas e Prefeitos (FNP), realizada em Curitiba (PR), que reuniu prefeitas, prefeitos, gestores públicos, representantes do governo federal, instituições financeiras e organismos internacionais. Ao todo, 33 municípios brasileiros foram selecionados para acelerar projetos sustentáveis, com foco em áreas estratégicas como mobilidade urbana e eletromobilidade, gestão de resíduos orgânicos e planejamento climático. Os municípios selecionados receberão suporte técnico e financeiro para estruturar e implementar iniciativas até o próximo ano, especialmente nas áreas de mobilidade urbana, gestão de resíduos e orçamento climático. “O Mutirão Brasil é uma ação estratégica para fortalecer o protagonismo dos municípios no enfrentamento da crise climática, se alinha as iniciativas do Programa Cidades Verdes Resilientes, sobretudo do Banco de Projetos do Programa. Ao dar visibilidade política e institucional às ações locais, reforçamos o compromisso dos entes subnacionais com a implementação de soluções concretas, alinhadas às necessidades dos territórios e à agenda nacional de clima e desenvolvimento sustentável”, destacou Maurício Guerra, diretor do Departamento de Meio Ambiente Urbano do MMA. O programa Mutirão Brasil é uma iniciativa da rede internacional C40, em parceria com o Pacto Global de Prefeitos pelo Clima e Energia (GCoM) e a FNP, com apoio da Bloomberg Philanthropies. A proposta é apoiar cidades brasileiras na transformação de compromissos climáticos em projetos viáveis e prontos para implementação.",MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
MMA lança projeto para formação de agentes ambientais populares no Rio Grande do Sul,https://www.gov.br/mma/pt-br/noticias/mma-lanca-projeto-para-formacao-de-agentes-ambientais-populares-no-rio-grande-do-sul,"O Ministério do Meio Ambiente e Mudança do Clima (MMA) lançou, na última sexta-feira (20/3), o projeto “Formação de Agentes Ambientais Populares”, durante a 23ª Festa da Colheita do Arroz Agroecológico, realizada no assentamento Capela, no município de Nova Santa Rita (RS). A iniciativa tem como objetivo fortalecer a organização comunitária e ampliar a capacidade de resposta de territórios da reforma agrária frente aos impactos da crise climática. O projeto prevê a capacitação de 150 pessoas em dez municípios da Região Metropolitana de Porto Alegre, com foco na prevenção e resposta a desastres climáticos. A ação é realizada em parceria com o Instituto Preservar, e inclui a formação de agentes ambientais populares, a realização de diagnósticos participativos e a implantação de viveiros agroflorestais comunitários. A iniciativa é financiada por emenda parlamentar da deputada federal Fernanda Melchionna (RS). Com o tema “Agroecologia é o caminho”, a Festa da Colheita do Arroz Agroecológico reuniu centenas de famílias assentadas, lideranças políticas, representantes de órgãos públicos e convidados internacionais. Para a secretária nacional de Povos e Comunidades Tradicionais e Desenvolvimento Rural Sustentável do MMA, Edel Moraes, o projeto busca ampliar a capacidade de atuação das comunidades diante dos desafios climáticos. “Se colhe aquilo que a gente cultiva, e aqui se cultiva vida”, afirmou, ao destacar a relação entre a produção agroecológica e a preservação ambiental.",MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
MMA apresenta resultados do Programa União com Municípios e assina contratos para regularização fundiária e ambiental na Amazônia,https://www.gov.br/mma/pt-br/noticias/mma-apresenta-resultados-do-programa-uniao-com-municipios-e-assina-contratos-para-regularizacao-fundiaria-e-ambiental-na-amazonia,"O Ministério do Meio Ambiente e Mudança do Clima (MMA) apresenta, nesta terça-feira (31/3), em Brasília (DF), os resultados do Programa União com Municípios, que busca consolidar a cooperação federativa para a redução do desmatamento na Amazônia em 70 municípios prioritários na Amazônia. A ministra do Meio Ambiente e Mudança do Clima, Marina Silva, estará presente, além de outras autoridades. Durante o evento, serão assinados contratos no valor de aproximadamente R$ 130 milhões com entidades prestadoras de serviços de regularização fundiária, ambiental e Assistência Técnica e Extensão Rural (ATER). Implementado pela Anater em parceria com o MMA, o MDA e o INCRA, o projeto atenderá mais de 7 mil agricultores familiares em 48 municípios amazônicos (AC, AM, PA, MT, RO e RR). Também participarão gestores dos municípios prioritários para o controle do desmatamento. Além disso, haverá um ato simbólico de entrega de certificados de Pagamento por Serviços Ambientais (PSA) para agricultores familiares da região e será lançado o Projeto de Recuperação da Vegetação. A iniciativa tem investimentos que somam cerca de R$ 815 milhões, provenientes do Fundo Amazônia/BNDES, do Projeto Floresta+ Amazônia – implementado em parceria com o Programa das Nações Unidas para o Desenvolvimento (PNUD) e recursos do Fundo Verde para o Clima (GCF) –, além do Fundo Nacional do Meio Ambiente do Ministério do Meio Ambiente e Mudança do Clima (FNMA/MMA) e Fundo de Defesa de Direitos Difusos do Ministério da Justiça e Segurança Pública (FDD/MJSP). CREDENCIAMENTO - Os profissionais de imprensa que desejam fazer a cobertura do evento devem realizar o credenciamento pelo link.",MMA / FNMA,,,Aberto,"{'anexos': [], 'fonte_original': 'MMA gov.br'}"
